noOfComments,bodyLength,bodyContent,commentsSentimentValue,noOfevents,filteredUsers,noOfDevelopers,bugAuthor,labels,sameBugFixTime,timeToFix,sameBugFixTimeClass,timeToFixClass
1,1882,"npm install does not respect shrinkwrapped git revision , Apologies if this is a dupe, I couldn't find it with search. I'm opening this issue because: - [ ] npm is crashing. - [x] npm is producing an incorrect install. - [ ] npm is doing something I don't understand. - [ ] Other (_see below for feature requests_): What's going wrong?If you have:- a git dep",0,7,"othiym23,npm-robot",2,draaglom,"big-bug,bot-closed,bug,git,needs-repro,shrinkwrap",2945.597777777778,5289.911944444444,6,7
7,788,"metadata includes developer’s home directory , Small issue, but I figured I’d report it. shrug I'm opening this issue because: - [ ] npm is crashing. - [ ] npm is producing an incorrect install. - [ ] npm is doing something I don't understand. - [x] Other (_see below for feature requests_): What's going wrong?If I do npm -g info npm@latest, unde",12.984,5,"zkat,othiym23,npm-robot,KenanY,legodude17,helio-frota",6,Zearin,"bot-closed,bug",8035.890555555556,5386.821944444445,7,7
1,2146,"Parsoid install error ,  I'm opening this issue because: - [ ] npm is crashing. - [ ] npm is producing an incorrect install. - [x] npm is doing something I don't understand. - [ ] Other (_see below for feature requests_): What's going wrong?I have mediawiki installed and I am trying to install parsoid to use the VisualEdit",0,4,othiym23,1,capedmadman,"big-bug,bug,shrinkwrap",6010.317222222222,0.3688888888888889,7,1
11,16862,"npm fails to copy package contents from GitHub ,  I'm opening this issue because: - [ ] npm is crashing. - [X] npm is producing an incorrect install. - [ ] npm is doing something I don't understand. - [ ] Other (_see below for feature requests_): What's going wrong?NPM is not installing the react-datepicker package from GitHub. It appears to be an",20.421999999999997,15,"leebradley,legodude17,othiym23,jonstuebe",4,leebradley,"bug,git",6883.841388888889,46.62083333333333,7,2
4,2943,"With engine-strict, npm i --dry-run passes but npm i fails ,  I'm opening this issue because: - [ ] npm is crashing. - [ ] npm is producing an incorrect install. - [x] npm is doing something I don't understand. - [ ] Other (_see below for feature requests_): What's going wrong?Set engine-strict to true. Require an older version of node in package.json. Then n",11.608,6,"othiym23,KenanY,npm-robot,legodude17,pgarrison",5,pgarrison,"bot-closed,bug,patch-welcome",8744.057777777778,5489.226944444445,7,7
3,3608,"prepublishOnly environment variable not include node_modules/.bin  ,  I'm opening this issue because: - [ ] npm is crashing. - [ ] npm is producing an incorrect install. - [ ] npm is doing something I don't understand. - [x] Other (_see below for feature requests_): What's going wrong?prepublishOnly environment variable not include node_modules/.bin How can the CLI t",6.517999999999999,10,"leecade,othiym23,iarna",3,leecade,"big-bug,bug",525.7455555555556,40.60111111111111,5,2
6,1210,"npm unpublish does not consider package.json/publishConfig section ,  I'm opening this issue because: - [x] Other (_see below for feature requests_): What's going wrong?npm unpublish does not consider package.json/publishConfig.registry key How can the CLI team reproduce the problem?Having - npm set registry http://registry.my-corporate.local - working on a package w",13.476,11,"zkat,KenanY,watilde,osher,othiym23,npm-robot,legodude17",7,osher,"bot-closed,bug",27.371944444444445,5505.488055555556,1,7
7,3146,"npm shrinkwrap installs devDependencies by default ,  I'm opening this issue because: - [ ] npm is crashing. - [ ] npm is producing an incorrect install. - [x] npm is doing something I don't understand. - [ ] Other (_see below for feature requests_): What's going wrong?npm shrinkwrap saves devDependencies by default. See [this gist](https://gist.githu",0,17,"othiym23,pgarrison,mourner,iarna",4,pgarrison,"bug,documentation",5289.911944444444,68.96444444444444,7,2
3,2445,"npm install error. , [npm-debug.txt](https://github.com/npm/npm/files/554774/npm-debug.txt) I'm opening this issue because:- [ ] npm is crashing.- [ ] npm is producing an incorrect install.- [ ] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong? How can the CLI",10.287,7,"othiym23,BibekLama,npm-robot,legodude17,helio-frota",5,BibekLama,"big-bug,bot-closed,bug,needs-repro",5866.075833333333,5642.754444444445,7,7
26,880,"error in install Ghost on Node.js 7 , just install node.js and have little big problem$ sudo npm install --productionnpm ERR! Linux 4.4.19-29.55.amzn1.x86_64npm ERR! argv ""/usr/local/bin/node"" ""/usr/local/bin/npm"" ""install"" ""--production""npm ERR! node v7.0.0npm ERR! npm v4.0.1npm ERR! Cannot read property 'deep-extend' of undefinednpm E",0,30,"zkat,jourjine,iarna,SpainTrain,legodude17,buley,othiym23,snopeks",8,jourjine,"big-bug,bug,needs-repro",15402.985277777778,876.2127777777778,7,5
1,3855,"npm 4.0.1 tries to install public deps from private registry in scoped package ,  I'm opening this issue because:- [ ] npm is crashing.- [ ] npm is producing an incorrect install.- [x] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?npm install fails on scoped packages that are registered with a private registry that o",2.5629999999999997,6,"zkat,othiym23",2,jvdl,"big-bug,bug,scopes",5.126944444444445,220.19027777777777,1,4
2,834,"npm don't installed , my os : windows 10 X 64C:\Users\chenlip>node -vv6.9.1C:\Users\chenlip>cd\C:>cd node.jsC:\node.js>cd npmsrcC:\node.js\npmsrc>node cli.js install npm -gf<--- Last few GCs -80615 ms: Mark-sweep 1390.2 (1435.0) -> 1390.2 (1435.0) MB, 1756.5 / 0.0 ms [allocation failure] [scavenge might not succeed].8240",14.350000000000001,5,"othiym23,npm-robot,helio-frota",3,chenlip,"bot-closed,bug,needs-repro",5163.428888888889,5726.008888888889,7,7
2,1149,"npm3: shrinkwrap no longer throws an error if no node_modules are installed ,  I'm opening this issue because:- [ ] npm is crashing.- [ ] npm is producing an incorrect install.- [ ] npm is doing something I don't understand.- [x] Other (_see below for feature requests_): What's going wrong?In npm < 3, rm -r node_modules; npm shrinkwrap would produce an error when package.json",11.044,4,"othiym23,npm-robot,evocateur",3,m59peacemaker,"bot-closed,bug,shrinkwrap",1725.9502777777777,5759.152777777777,6,7
7,1216,"some package's package.json is missing in tarball (after published) ,  I'm opening this issue because:- [x] npm is producing an incorrect install. What's going wrong?Expect that installation will succeed.P.S. If you remove react-router package from package.json, then installation will works as normal. How can the CLI team reproduce the problem? sh$ git clone https://g",16.133,11,"othiym23,legodude17,npm-robot,jihchi",4,jihchi,"bot-closed,bug",46.62083333333333,5764.223888888889,2,7
7,1017,"npm@4 warning a lot about node binary path ,  I'm opening this issue because:- npm is doing something I don't understand. What's going wrong?After updating to npm@4, running any script from package.json is printing a warning:npm WARN lifecycle The node binary used for scripts is /usr/local/bin/node but npm is using /usr/local/Cellar/node/6.9.1",15.905,13,"zkat,addaleax,diegodesouza",3,dpogue,bug,0.7794444444444445,5.1369444444444445,1,1
6,2905,"Dependencies with transitive peerDependencies in conflict resolve incorrectly and silently ,  I'm opening this issue because:- [ ] npm is crashing.- [x] npm is producing an incorrect install.- [ ] npm is doing something I don't understand.- [x] Other (_see below for feature requests_): What's going wrong?Transitive dependencies with a peerDependency in conflict can get the wrong version. Mo",20.816000000000003,12,"zkat,iarna,npm-robot,jvivs",4,jvivs,"bot-closed,bug,peerdependencies",0.34194444444444444,5770.752222222222,1,7
2,776,"Ionic failed to install , I tried to install ionic on a new macOS Sierra laptopIT failed to install and here's the error I gotnpm ERR! Darwin 16.0.0npm ERR! argv ""/usr/local/bin/node"" ""/usr/local/bin/npm"" ""install"" ""-g"" ""ionic""npm ERR! node v4.6.1npm ERR! npm v2.15.9npm ERR! shasum check failed for /var/folders/vf/8hj4q2bn7j",-0.239,4,"zkat,hsxfjames",2,peterojo,"bug,cache,support",17429.454166666666,1166.1825,7,5
1,1791,"`npm rm` should remove globally installed link even if the symlink is broken ,  What's going wrong?An npm package installed globally via npm link cannot be unlinked (removed) if the symlink is broken (due to removing the package dir manually). How can the CLI team reproduce the problem?1. Configure npm so that global packages are being installed in your home dir. To achieve th",8.637,3,"zkat,npm-robot",2,tztz,"bot-closed,bug",2427.6794444444445,5826.051111111111,6,7
4,1023,"npm install fails getting EACCES Error , when I run npm install with and without sudo, the following error occurred.<pre>Error: EACCES, open '/tmp/npm-9251-dbf5116d/registry.npmjs.org/tar/-/tar-2.2.1.tgz' while getting shasum for /tmp/npm-9251-dbf5116d/registry.npmjs.org/tar/-/tar-2.2.1.tgzFrom: https://registry.npmjs.org/tar/-/tar-2.2.1.t",-0.008000000000000895,8,"othiym23,zkat,npm-robot,kirtikachouhan,mjoyce91",5,kirtikachouhan,"bot-closed,bug,needs-repro",6290.796388888889,5829.4736111111115,7,7
7,1569,"npm link failure edge case ,  I'm opening this issue because:- [x] npm is crashing.- [x] npm is producing an incorrect install.- [x] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?npm link fails with Cannot read property '0' of undefinedconsole output: https://gist.g",15.583000000000002,7,"kumavis,zkat,npm-robot,legodude17",4,kumavis,"big-bug,bot-closed,bug,error-handling,link",68.96444444444444,5866.075833333333,2,7
3,2917,"Please help. I can't run gulp, it gives me error. , I'm using laravel 5.3 and its homestead. I am trying to install npm so I could use elexir but I am always getting error. I tried to remove node module and re-install it but nothing changes. Doing this is wasting my time. I've been doing this for 2 nights but still getting the same error.I tried all",11.888,4,"zkat,npm-robot,bruce-wayne-at-adobe,mirr",4,mirr,"bot-closed,bug,link",6010.317222222222,5867.011388888889,7,7
2,467,"Windows: npm install with --prefix does not link executables to the .bin directory ,  I'm opening this issue because:- [ ] npm is crashing.- [X] npm is producing an incorrect install.- [ ] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_):When running npm --prefix ../foo install ../foo, executables are linked directly to ../foo instead of the .",11.46,4,"othiym23,npm-robot,iarna",3,kirly-af,"bot-closed,bug,windows",8623.49888888889,5913.417777777778,7,7
2,2544,"npm publish sets 'latest' dist-tag even when passed another tag ,  I'm opening this issue because:- [ ] npm is crashing.- [ ] npm is producing an incorrect install.- [x] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?I am publishing a package to a private registry (artifactory) and even though I explici",0,2,"othiym23,tkissing",2,tkissing,bug,7096.981388888889,5.126944444444445,7,1
16,2280,"npm install is adding dev dependencies to the shrinkwrap when it shouldn't  ,  I'm opening this issue because:- [ ] npm is crashing.- [x] npm is producing an incorrect install.- [ ] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?The [code](https://github.com/npm/npm/blob/v3.10.9/lib/install/save.jsL56) that checks",-5.179999999999991,16,"othiym23,iarna,Itrulia,legodude17,angular,npm-robot,jvivs",7,albertstill,"bot-closed,bug,patch-welcome,shrinkwrap,starter",68.96444444444444,6002.8975,2,7
2,1096,"Peer dependency problem with semver and version 10 ,  I'm opening this issue because:- [ ] npm is crashing.- [ ] npm is producing an incorrect install.- [x] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?I am trying to install a module I maintain with a peer dependency my organization maint",10.387,5,"othiym23,npm-robot,yamikuronue",3,yamikuronue,"bot-closed,bug,needs-repro,peerdependencies",130.70638888888888,6010.317222222222,3,7
1,8749,"fetch failed with status code 404 - Cannot install angular2-router-loader , <details>0 info it worked if it ends with ok1 verbose cli [ '/usr/local/bin/node',1 verbose cli '/usr/local/bin/npm',1 verbose cli 'install',1 verbose cli 'angular2-router-loader',1 verbose cli '--save-dev' ]2 info using npm@3.10.33 info using node@v6.6.04 silly loadCurrentTree Starting5 silly insta",4.899,4,"othiym23,soldair",2,mccarlosen,"big-bug,bug,registry",125.65861111111111,27.53611111111111,3,1
3,1331,"npm list -g doesn't show module ,  I'm opening this issue because:- [ ] npm is crashing.- [ ] npm is producing an incorrect install.- [x] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?npm list does not show all modules that are installed globally:pi@raspberrypi:~ $ npm l",9.949,5,"othiym23,npm-robot,fhalde,legodude17",4,gkuehn001,"bot-closed,bug,documentation,footgun",123.565,6085.7425,3,7
3,2579,"npm install: fetch failed with status code 503 ,  I'm opening this issue because:- [ ] npm is crashing.- [ ] npm is producing an incorrect install.- [x] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong? How can the CLI team reproduce the problem?try to clone from git@github.com:maxogden/s",16.424000000000007,3,"othiym23,oxy-code,diofinus",3,oxy-code,"bug,registry",46.62083333333333,27.371944444444445,2,1
